RideID,PersonID,RideTypeID,Date,BikeID,Dist,Time,Ascent,E1,E2,E3,E4,MaxHR,AvHR,AvCad,MaxCad,State,Country,Notes,Gen_Notes,s_ColLineage,s_Generation,s_GUID,s_Lineage
621,2,2,11/06/2003 0:00,8,40,1899-12-30 02:02:01,,1899-12-30 00:27:40,1899-12-30 00:41:05,1899-12-30 00:15:48,1899-12-30 00:00:13,184,,,,South Australia,Australia,ride starting near haaga at train station.rocky technical ride with downhilling-crashed onto shoulder?,1,,1,,
596,1,1,12/06/2003 0:00,19,88.67,1899-12-30 03:22:37,,1899-12-30 01:04:21,1899-12-30 00:26:47,1899-12-30 00:04:47,1899-12-30 00:02:18,189,,,,South Australia,Australia,Priory-Belair-Springbank-Goodwood-Etsa-Greenhill-Foothills-GrangeRd-AnzacHwy-CrossRd-UnleyRd-BelairRd-Priory,1,,1,,
597,1,2,14/06/2003 0:00,20,51.89,1899-12-30 03:30:45,,1899-12-30 00:36:07,1899-12-30 00:15:11,1899-12-30 00:00:27,1899-12-30 00:00:00,168,,,,South Australia,Australia,Priory-UpperSturt-WaverleyRidge-Woorabinda-Aldgate-Mylor-HeysenTrail-Goldfields-Mylor-Stock-Evans-Manoah-Priory,1,,1,,
598,1,1,15/06/2003 0:00,19,57.33,1899-12-30 02:11:27,,1899-12-30 00:34:47,1899-12-30 00:15:07,1899-12-30 00:03:03,1899-12-30 00:00:00,178,,,,South Australia,Australia,SmithDorrien-Duthy-Cross-Anzac-Glenelg-Seacliff-HalletCove-Veloway-Majors-Blacks-MurraysHill-CoroPde-Belair-OldBelair-SmithDorrien,1,,1,,
633,2,2,15/06/2003 0:00,8,23.26,1899-12-30 01:24:25,,1899-12-30 00:23:33,1899-12-30 00:10:43,1899-12-30 00:00:36,1899-12-30 00:00:00,173,,,,Helsinki,Finland,helsinki?,1,,1,,
599,1,1,17/06/2003 0:00,19,52.76,1899-12-30 02:06:31,,1899-12-30 00:38:32,1899-12-30 00:14:45,1899-12-30 00:01:28,1899-12-30 00:00:00,170,,,,South Australia,Australia,Priory-SturtValley-Stirling-Picadilly-NortonSummit5-Greenhill-Duthy-Belair-Priory,1,,1,,
600,1,1,20/06/2003 0:00,19,71.02,1899-12-30 02:47:13,,1899-12-30 00:31:58,1899-12-30 00:27:23,1899-12-30 00:08:52,1899-12-30 00:03:27,185,,,,South Australia,Australia,Priory-Blackwood-Sheps-Seacliff-HalletCove-Bains-Clarendon-Humpty-CherryGardens-Morgan-Loftia-Heather-Priory,1,,1,,
601,1,1,21/06/2003 0:00,19,35.82,1899-12-30 01:25:23,,1899-12-30 00:03:36,1899-12-30 00:00:54,1899-12-30 00:00:00,1899-12-30 00:00:00,160,,,,South Australia,Australia,SmithDorrien-Duthy-Greenhill-Anzac-Glenelg-Seacliff-Seacombe-South-Goodwood-Backstreets to SmithDorrien,1,,1,,
606,2,1,21/06/2003 0:00,7,35.99,1899-12-30 01:25:06,,1899-12-30 00:21:32,1899-12-30 00:30:49,1899-12-30 00:04:20,1899-12-30 00:00:00,180,,,,South Australia,Australia,smith dorrien-greenhill-anzac-glenelg-seacliff-south-ayliffes-smith dorrien (sam and nige),1,,1,,
602,1,2,23/06/2003 0:00,21,12.7,1899-12-30 00:57:01,,1899-12-30 00:08:47,1899-12-30 00:01:39,1899-12-30 00:00:00,1899-12-30 00:00:00,155,,,,South Australia,Australia,Priory-UpperSturt-AyersHill-Woorabinda-Heather-Manoah-Priory,1,,1,,
607,2,2,23/06/2003 0:00,22,12,1899-12-30 00:57:00,,1899-12-30 00:10:00,1899-12-30 00:10:00,1899-12-30 00:01:28,1899-12-30 00:00:00,,,,,South Australia,Australia,Priory-UpperSturt-AyersHill-Woorabinda-Heather-Manoah-Priory,1,,1,,
605,2,1,24/06/2003 0:00,7,41.2,1899-12-30 01:48:34,,1899-12-30 00:07:24,1899-12-30 00:39:02,1899-12-30 00:41:44,1899-12-30 00:02:09,188,,,,South Australia,Australia,blackwood roundabout-belair-fullarton-greenhill-glynburn-nortons-lofty-crafers-upper sturt rd-priory Note. Lofty in 24mins,1,,1,,
603,1,2,25/06/2003 0:00,21,17.88,1899-12-30 01:00:00,,1899-12-30 00:20:49,1899-12-30 00:19:02,1899-12-30 00:00:20,1899-12-30 00:00:00,168,,,,South Australia,Australia,,1,,1,,
626,2,2,25/06/2003 0:00,22,16.8,1899-12-30 01:32:27,,1899-12-30 00:18:05,1899-12-30 00:31:58,1899-12-30 00:22:35,1899-12-30 00:02:08,186,,,,South Australia,Australia,two laps around jupiters,1,,1,,
604,1,1,26/06/2003 0:00,19,23.24,1899-12-30 00:58:03,,1899-12-30 00:06:53,1899-12-30 00:03:07,1899-12-30 00:10:50,1899-12-30 00:02:36,187,,,,South Australia,Australia,Priory-OldBelair-Belair-Priory,1,,1,,
634,1,7,29/06/2003 0:00,23,24.76,1899-12-30 01:58:30,,1899-12-30 00:08:20,1899-12-30 00:05:00,1899-12-30 00:08:54,1899-12-30 00:06:18,189,,,,South Australia,Australia,"Jupiter Creek Race. Came 2nd in Senior Men. Very, very, very  muddy. Heart rate strap came off during 1st lap, so E's data lacking.",1,,1,,
636,2,7,29/06/2003 0:00,24,19.2,1899-12-30 01:41:10,,1899-12-30 00:03:38,1899-12-30 00:12:20,1899-12-30 00:14:42,1899-12-30 00:15:40,194,,,,South Australia,Australia,jupiter ck race. 2 laps in very muddy conditions,1,,1,,
635,1,2,30/06/2003 0:00,21,12.24,1899-12-30 00:54:43,,1899-12-30 00:08:14,1899-12-30 00:00:53,1899-12-30 00:00:00,1899-12-30 00:00:00,152,,,,South Australia,Australia,Priory-UpperSturt-AyersHill-Woorabinda-Heather-Manoah-Priory,1,,1,,
637,1,1,1/07/2003 0:00,19,52.38,1899-12-30 02:34:05,,1899-12-30 00:24:35,1899-12-30 00:03:14,1899-12-30 00:00:26,1899-12-30 00:00:00,171,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Greenhill-Backroads to TheParade-small hills to MtOsmond-MtOsmond-Freeway-Priory,1,,1,,
638,2,1,1/07/2003 0:00,7,58.52,1899-12-30 02:37:22,,1899-12-30 00:32:19,1899-12-30 00:55:29,1899-12-30 00:06:02,1899-12-30 00:00:00,176,,,,South Australia,Australia,priory-fmc.fmc-greenhill/fullarton-greenhill-backroads to the parade-penfolds-hallett-greenhill-left at greenhill roundabout-mt osmond rd-freeway-crafers-upper sturt rd-priory,1,,1,,
639,1,11,2/07/2003 0:00,19,39.86,1899-12-30 01:46:02,,1899-12-30 00:16:43,1899-12-30 00:07:03,1899-12-30 00:04:11,1899-12-30 00:00:00,177,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,1,,1,,
640,1,1,3/07/2003 0:00,19,45.56,1899-12-30 02:04:46,,1899-12-30 00:20:26,1899-12-30 00:06:29,1899-12-30 00:00:00,1899-12-30 00:00:00,162,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Greenhill-Glynburn-MtOsmond-Freeway-Priory,1,,1,,
642,2,1,3/07/2003 0:00,7,50.27,1899-12-30 02:10:35,,1899-12-30 00:27:39,1899-12-30 01:07:52,1899-12-30 00:10:45,1899-12-30 00:00:00,179,,,,South Australia,Australia,priory-fmc.fmc-greenhill/fullarton-greenhill-glynburn-mt osmond-old freeway-crafers-upper sturt rd-priory.rained.with nige,1,,1,,
641,1,1,4/07/2003 0:00,19,68.6,1899-12-30 02:50:31,,1899-12-30 00:37:11,1899-12-30 00:04:15,1899-12-30 00:00:00,1899-12-30 00:00:00,157,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-JTHH-Gorge-Montacute-Lofty-Priory,1,,1,,
643,1,2,5/07/2003 0:00,21,60.37,1899-12-30 04:06:40,,1899-12-30 00:54:52,1899-12-30 00:27:23,1899-12-30 00:01:04,1899-12-30 00:00:00,170,,,,South Australia,Australia,Simpson-Belair-Priory-UpperSturt-Manoah-SturtValley-Heather-Woorabinda-Cricklewood-Stock-HeysenTrail-Goldfields-JupiterCreek-RockyRiver-ProspectHill-BaldHill-BullCreek,1,,1,,
646,2,2,5/07/2003 0:00,22,48.93,1899-12-30 03:26:31,,1899-12-30 00:35:09,1899-12-30 00:38:20,1899-12-30 00:07:08,1899-12-30 00:00:00,182,,,,South Australia,Australia,Simpson-Belair-Priory-UpperSturt-Manoah-SturtValley-Heather-Woorabinda-Cricklewood-Stock-HeysenTrail-Goldfields-JupiterCreek-RockyRiver-ProspectHill-BaldHill-BullCreek,1,,1,,
644,1,2,6/07/2003 0:00,21,10,1899-12-30 01:00:00,,1899-12-30 00:20:00,1899-12-30 00:05:00,1899-12-30 00:00:00,1899-12-30 00:00:00,160,,,,South Australia,Australia,Trail building at Bull Creek,1,,1,,
645,1,11,7/07/2003 0:00,19,26.57,1899-12-30 01:04:30,,1899-12-30 00:01:22,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,131,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Unley-SmithDorrien,1,,1,,
647,1,11,8/07/2003 0:00,19,14.47,1899-12-30 00:38:00,,1899-12-30 00:02:55,1899-12-30 00:00:04,1899-12-30 00:00:00,1899-12-30 00:00:00,149,,,,South Australia,Australia,SmithDorrien-Uni.Uni-SmithDorrien,1,,1,,
649,2,1,8/07/2003 0:00,7,53.15,1899-12-30 02:01:19,,1899-12-30 00:44:25,1899-12-30 00:30:43,1899-12-30 00:00:00,1899-12-30 00:00:00,166,,,,South Australia,Australia,priory-fmc.fmc-greenhill/fullarton-glynburn-magill-nortons to first left corner-down nortons-penfolds-greenhill-port rush-cross rd-waite rd-smith dorrien,1,,1,,
648,1,11,9/07/2003 0:00,19,18.51,1899-12-30 00:39:39,,1899-12-30 00:02:25,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,139,,,,South Australia,Australia,Uni-OldBelair-Priory,1,,1,,
650,2,1,10/07/2003 0:00,7,43,1899-12-30 01:49:00,,1899-12-30 00:37:35,1899-12-30 00:26:19,1899-12-30 00:01:07,1899-12-30 00:00:00,175,,,,South Australia,Australia,priory-fmc.fmc-simpsons.simpsons-sheps-seaford-seacliff-glenelg-anzac-cross-goodwood-grange-belair-new belair-laffers-belair pk-priory,1,,1,,
651,1,2,10/07/2003 0:00,22,32.21,1899-12-30 01:29:02,,,,,,,,,,South Australia,Australia,Priory-OldBelair-Andersons-Uni.Uni-LinearPark-JTHH. E's data on road ride,1,,1,,
652,1,1,10/07/2003 0:00,19,76.63,1899-12-30 03:10:47,,1899-12-30 01:22:12,1899-12-30 00:30:52,1899-12-30 00:07:13,1899-12-30 00:02:58,181,,,,South Australia,Australia,JTHH-StBernards-Skye-Greenhill-Duthy-Belair-Simpson-Seacliff-Glenelg-Anzac-Cross-Goodwood-Grange-Belair-Priory,1,,1,,
653,1,11,11/07/2003 0:00,19,18.57,1899-12-30 00:47:00,,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,125,,,,South Australia,Australia,Priorry-OldBelair-Uni,1,,1,,
654,1,1,13/07/2003 0:00,19,64.32,1899-12-30 02:27:31,,1899-12-30 00:26:47,1899-12-30 00:26:10,1899-12-30 00:15:40,1899-12-30 00:01:47,195,,,,South Australia,Australia,Priory-Blackwood-Simpson-Sheps-Goodwood-Cross-Portrush-Greenhill-NortonSummit5-MarbleHill-Ashton-Lofty-Priory,1,,1,,
655,2,1,13/07/2003 0:00,7,56.63,1899-12-30 02:20:24,,1899-12-30 00:26:08,1899-12-30 01:12:03,1899-12-30 00:05:35,1899-12-30 00:00:21,185,,,,South Australia,Australia,priory-belair pk-blackwood-simpsons-sheps-ayliffes-goodwood-cross rd-portrush-glynburn-parade-magill-nortons-lofty-crafers-upper sturt-priory,1,,1,,
656,2,1,15/07/2003 0:00,7,19.44,1899-12-30 00:53:42,,1899-12-30 00:13:13,1899-12-30 00:11:04,1899-12-30 00:00:47,1899-12-30 00:00:00,177,,,,South Australia,Australia,priory-belair pk-fmc.fmc-simpsons.,1,,1,,
657,1,11,15/07/2003 0:00,19,36.24,1899-12-30 01:26:22,,1899-12-30 00:13:34,1899-12-30 00:09:59,1899-12-30 00:03:40,1899-12-30 00:00:00,175,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Unley-Belair-Simpson,1,,1,,
658,2,1,16/07/2003 0:00,7,66.58,1899-12-30 02:55:06,,1899-12-30 00:54:26,1899-12-30 00:47:04,1899-12-30 00:01:22,1899-12-30 00:00:00,176,,,,South Australia,Australia,priory-belair pk-laffers-old belair rd-fullarton-backstreets to smith-dorrien.smith-dorrien-duthy-cross rd-anzac-glenelg-seacliff-south-ayliffes-goodwood-cross rd-portrush-rd to sunnyside off portrush-mt osmond-old freeway-crafers-uppe sturt rd-priory.,1,,1,,
659,1,1,16/07/2003 0:00,19,82.48,1899-12-30 03:33:06,,1899-12-30 00:32:44,1899-12-30 00:09:42,1899-12-30 00:04:20,1899-12-30 00:01:29,183,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-SmithDorrien-Cross-Anzac-Glenelg-Seacliff-Goodwood-Cross-MtOsmond-Freeway-Priory,1,,1,,
660,1,11,18/07/2003 0:00,19,25.81,1899-12-30 01:05:54,,1899-12-30 00:03:34,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,144,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-SmithDorrien,1,,1,,
661,2,2,20/07/2003 0:00,21,46.76,1899-12-30 03:33:01,,1899-12-30 00:30:19,1899-12-30 01:13:39,1899-12-30 00:35:58,1899-12-30 00:04:17,191,,,,South Australia,Australia,track n trail kersbrook 45km with dave merrit and marty,1,,1,,
665,2,1,22/07/2003 0:00,7,28.75,1899-12-30 01:15:51,,1899-12-30 00:19:04,1899-12-30 00:12:08,1899-12-30 00:00:57,1899-12-30 00:00:00,174,,,,South Australia,Australia,priory-belair pk-saddle hill-main entrance-blackwood-fmc.fmc-south-daws-smith dorrien.,1,,1,,
662,1,11,24/07/2003 0:00,19,26.27,1899-12-30 01:01:36,,1899-12-30 00:24:30,1899-12-30 00:09:41,1899-12-30 00:01:25,1899-12-30 00:00:00,173,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-SmithDorrien. E's unbeleivable - I took it  easy!!,1,,1,,
663,1,2,25/07/2003 0:00,21,31.8,1899-12-30 01:49:47,,1899-12-30 00:26:34,1899-12-30 00:13:04,1899-12-30 00:00:00,1899-12-30 00:00:00,165,,,,South Australia,Australia,Priory-OldBelair-Andersons-Uni.Uni-SmithDorrien.1 lap of Cromer Winter 03.,1,,1,,
664,2,2,25/07/2003 0:00,22,6.57,1899-12-30 00:38:33,,1899-12-30 00:04:34,1899-12-30 00:02:25,1899-12-30 00:00:00,1899-12-30 00:00:00,163,,,,South Australia,Australia,1 lap of cromer xc course,1,,1,,
666,2,7,27/07/2003 0:00,24,25.73,1899-12-30 02:04:34,,1899-12-30 00:30:00,1899-12-30 00:45:00,1899-12-30 00:15:00,1899-12-30 00:00:00,181,,,,South Australia,Australia,3 laps of cromer race track.heart rate monitor not working-times estimates.,1,,1,,
667,1,7,27/07/2003 0:00,23,4.43,1899-12-30 00:31:18,,1899-12-30 00:04:50,1899-12-30 00:01:01,1899-12-30 00:02:55,1899-12-30 00:06:03,189,,,,South Australia,Australia,Cromer Winter 03 Race. Flatted on 1st lap. Time includes walking back to car.,1,,1,,
668,1,11,28/07/2003 0:00,19,37.09,1899-12-30 01:38:32,,1899-12-30 00:23:50,1899-12-30 00:09:21,1899-12-30 00:06:48,1899-12-30 00:00:00,173,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-OldBelair-Priory,1,,1,,
670,2,1,29/07/2003 0:00,7,24.01,1899-12-30 01:15:11,,1899-12-30 00:14:37,1899-12-30 00:21:20,1899-12-30 00:05:33,1899-12-30 00:00:00,176,,,,South Australia,Australia,priory-belair pk-laffers-new belair-strength back up new belair-laffers-belair pk-priory,1,,1,,
671,1,11,29/07/2003 0:00,19,14.46,1899-12-30 00:40:43,,1899-12-30 00:05:00,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,135,,,,South Australia,Australia,SmithDorrien-Uni.Uni-SmithDorrien,1,,1,,
669,1,1,30/07/2003 0:00,19,63.86,1899-12-30 02:32:23,,1899-12-30 00:31:26,1899-12-30 00:13:07,1899-12-30 00:18:14,1899-12-30 00:05:16,185,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Etsa-Greenhill-Portrush-Freeway-Freeway-Cross-Unley-Belair,1,,1,,
672,2,1,30/07/2003 0:00,7,38.17,1899-12-30 01:25:21,,1899-12-30 00:26:59,1899-12-30 00:23:48,1899-12-30 00:00:00,1899-12-30 00:00:00,169,,,,South Australia,Australia,priory-fmc.fmc-seacliff-glenelg-cross rd-duthy-smith-dorrien.,1,,1,,
673,1,1,31/07/2003 0:00,19,90.72,1899-12-30 03:09:44,,1899-12-30 00:49:10,1899-12-30 00:32:24,1899-12-30 00:10:51,1899-12-30 00:02:08,206,,,,South Australia,Australia,Priory-OldBlelair-Uni.Uni-Etsa-OuterH-Glenelg-Anzac-Cross-Belair,1,,1,,
674,1,11,1/08/2003 0:00,19,39.63,1899-12-30 01:46:10,,1899-12-30 00:26:39,1899-12-30 00:02:33,1899-12-30 00:00:00,1899-12-30 00:00:00,158,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,1,,1,,
678,2,2,1/08/2003 0:00,22,21.89,1899-12-30 01:42:55,,1899-12-30 00:29:24,1899-12-30 00:41:35,1899-12-30 00:00:56,1899-12-30 00:00:00,174,,,,South Australia,Australia,sheps-blackwood reserve,1,,1,,
675,1,1,3/08/2003 0:00,19,150.99,1899-12-30 05:25:07,,1899-12-30 01:41:17,1899-12-30 01:56:29,1899-12-30 00:03:01,1899-12-30 00:00:47,204,,,,South Australia,Australia,Priory-OldBelair-Cross-Portrush-Greenhill-Glynburn-LowerNE-Awoonga-Reservoir-NE-GoldenGrove-Seaview-OneTreeHill-GawlertoOneTreeHill-Calton-Balmoral-Yettie-Williamstown-Birdwood-Verdun-Aldgate-Stirling-WaverleyRidge-UpperSturt-Priory,1,,1,,
679,2,1,3/08/2003 0:00,7,55.25,1899-12-30 02:07:57,,1899-12-30 00:20:15,1899-12-30 00:57:27,1899-12-30 00:28:14,1899-12-30 00:00:00,180,,,,South Australia,Australia,smith-dorrien-Cross-Portrush-Greenhill-Glynburn-LowerNE-Awoonga-Reservoir-NE-GoldenGrove-Seaview-OneTreeHill-GawlertoOneTreeHill-gawler,1,,1,,
676,1,11,4/08/2003 0:00,19,19.01,1899-12-30 00:45:28,,1899-12-30 00:01:58,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,138,,,,South Australia,Australia,Priory-OldBelair-Uni,1,,1,,
677,1,1,5/08/2003 0:00,19,63.55,1899-12-30 02:38:59,,1899-12-30 00:27:33,1899-12-30 00:17:19,1899-12-30 00:22:00,1899-12-30 00:09:42,189,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Greenhill-Portrush-Freeway-Freeway-Cross-Unley-Belair-Priory,1,,1,,
680,2,10,5/08/2003 0:00,22,,1899-12-30 00:20:00,,,,,,,,,,South Australia,Australia,,1,,1,,
681,2,1,6/08/2003 0:00,7,40.45,1899-12-30 01:53:27,,1899-12-30 00:22:29,1899-12-30 00:41:58,1899-12-30 00:13:12,1899-12-30 00:00:00,180,,,,South Australia,Australia,priory-fmc.fmc-south rd-daws-goodwood-grange-smith dorrien-duthy-cross-unley-new belair-laffers-belair pk-priory,1,,1,,
683,1,11,6/08/2003 0:00,19,40.42,1899-12-30 01:59:20,,1899-12-30 00:15:08,1899-12-30 00:00:23,1899-12-30 00:00:00,1899-12-30 00:00:00,149,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,1,,1,,
684,1,1,7/08/2003 0:00,19,63.51,1899-12-30 02:43:47,,1899-12-30 00:46:56,1899-12-30 00:05:26,1899-12-30 00:00:02,1899-12-30 00:00:00,167,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Etsa-Anzac-Glenelg-Seacliff-Seacombe-South-Goodwood-Belair-Priory,1,,1,,
685,1,1,9/08/2003 0:00,19,124.47,1899-12-30 04:50:52,,1899-12-30 01:20:44,1899-12-30 00:38:12,1899-12-30 00:19:50,1899-12-30 00:04:34,187,,,,South Australia,Australia,Priory-OldBelair-SmithDorrien-Cross-Greenhill-Foothills-Montacute-Greenhill-Anzac-HenleyBeach-Military to Rndbt-Military-Anzac-Cross-Unley-Belair-Priory,1,,1,,
686,2,1,9/08/2003 0:00,7,109.61,1899-12-30 04:06:37,,1899-12-30 00:31:32,1899-12-30 02:17:55,1899-12-30 00:27:29,1899-12-30 00:00:00,183,,,,South Australia,Australia,Priory-OldBelair-SmithDorrien-Cross-Greenhill-Foothills-Montacute-Greenhill-Anzac-HenleyBeach-Military to Rndbt-Military-Anzac-Cross-smith dorrien,1,,1,,
688,1,11,11/08/2003 0:00,19,19.8,1899-12-30 00:44:00,,1899-12-30 00:05:00,1899-12-30 00:30:00,1899-12-30 00:00:00,1899-12-30 00:00:00,160,,,,South Australia,Australia,Priory-OldBelair-Uni,1,,1,,
687,2,1,12/08/2003 0:00,7,28.37,1899-12-30 01:30:50,,1899-12-30 00:28:44,1899-12-30 00:14:57,1899-12-30 00:00:35,1899-12-30 00:00:00,172,,,,South Australia,Australia,priory-fmc.fmc-priory,1,,1,,
689,1,11,13/08/2003 0:00,28,27,1899-12-30 01:12:00,,1899-12-30 00:12:00,1899-12-30 00:02:00,1899-12-30 00:00:00,1899-12-30 00:00:00,160,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Clapham,1,,1,,
690,1,11,14/08/2003 0:00,19,19.04,1899-12-30 00:41:50,,1899-12-30 00:11:03,1899-12-30 00:02:48,1899-12-30 00:00:00,1899-12-30 00:00:00,161,,,,South Australia,Australia,Priory-OldBelair-Uni,1,,1,,
691,2,1,14/08/2003 0:00,7,55.28,1899-12-30 02:30:50,,1899-12-30 00:46:01,1899-12-30 00:39:20,1899-12-30 00:00:10,1899-12-30 00:00:00,170,,,,South Australia,Australia,priory-fmc.fmc-south rd-daws-winston-cross rd-anzac-glenelg-seacliff-south rd-sheps back rds-sheps-blackwood-belair pk-priory.,1,,1,,
692,1,1,17/08/2003 0:00,19,91.97,1899-12-30 03:44:52,,1899-12-30 01:16:33,1899-12-30 00:51:48,1899-12-30 00:06:57,1899-12-30 00:02:09,185,,,,South Australia,Australia,Priory-SturtValley-Stock-River-Tischer-Balhannah-Mappinga-Military-Brukunga-Nairne-MtBarkerSummitRd-MtBarker-Springs-Flaxley-OldMtBarker-Echunga-Mylor-AldgateValley-Churinga-Cricklewood-Heathfield-Longwood-Heather-Priory,1,,1,,
694,2,1,17/08/2003 0:00,7,88.07,1899-12-30 03:43:05,,1899-12-30 00:18:48,1899-12-30 02:06:06,1899-12-30 00:51:58,1899-12-30 00:00:00,182,,,,South Australia,Australia,Priory-SturtValley-Stock-River-Tischer-Balhannah-Mappinga-Military-Brukunga-Nairne-MtBarkerSummitRd-MtBarker-Springs-Flaxley-OldMtBarker-Echunga-Mylor-AldgateValley-Churinga-Cricklewood-Heathfield-Longwood-Heather-Priory,1,,1,,
693,1,11,18/08/2003 0:00,28,37.01,1899-12-30 01:42:43,,1899-12-30 00:24:12,1899-12-30 00:13:20,1899-12-30 00:00:00,1899-12-30 00:00:00,163,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-OldBelair-Priory,1,,1,,
695,1,11,19/08/2003 0:00,19,48.87,1899-12-30 01:55:41,,1899-12-30 00:25:13,1899-12-30 00:13:11,1899-12-30 00:12:18,1899-12-30 00:08:32,186,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Etsa-Greenhill-Portrush-Freeway-UpperSturt-Priory,1,,1,,
696,2,1,19/08/2003 0:00,7,49.95,1899-12-30 02:13:25,,1899-12-30 00:34:50,1899-12-30 00:36:41,1899-12-30 00:10:14,1899-12-30 00:00:00,182,,,,South Australia,Australia,priory-fmc.fmc-brighton-glenelg-anzac-cross rd-belair rd-new belair-laffers-belair pk-priory.,1,,1,,
697,1,1,21/08/2003 0:00,19,81,1899-12-30 03:00:00,,1899-12-30 00:50:36,1899-12-30 00:25:50,1899-12-30 00:09:21,1899-12-30 00:05:28,185,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Etsa-Anzac-Brighton-Brighton-OuterH-PortRoad-Uni,1,,1,,
698,1,11,22/08/2003 0:00,19,7.32,1899-12-30 00:20:57,,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,125,,,,South Australia,Australia,Uni-SmithDorrien,1,,1,,
699,2,1,22/08/2003 0:00,7,64.66,1899-12-30 02:51:03,,1899-12-30 00:31:49,1899-12-30 01:31:55,1899-12-30 00:21:52,1899-12-30 00:00:00,182,,,,South Australia,Australia,priory-sturt valley-stirling-old mt barker rd-picadilly-summertown-greenhill rd-anzac highway-glenelg-seacliff-seacombe rd-south rd-fmc. Fmc-main rd-blackwood-priory,1,,1,,
700,2,1,24/08/2003 0:00,7,67.18,1899-12-30 03:00:13,,1899-12-30 00:25:46,1899-12-30 01:16:38,1899-12-30 00:47:51,1899-12-30 00:02:28,189,,,,South Australia,Australia,priory-belair pk-station rd-new belair rd-springbank-windsor ave-murray?-,1,,1,,
701,1,1,24/08/2003 0:00,19,70.14,1899-12-30 02:56:33,,1899-12-30 00:38:09,1899-12-30 00:37:05,1899-12-30 00:15:11,1899-12-30 00:06:25,185,,,,South Australia,Australia,Priory-Belair-Windsor-Unley-Cross-Portrush-Greenhill-Glynburn-NortonSummit5-Pound-Burdetts-Range-BasketRange-Hunters-Pound-WoodsHill-Summit-UpperSturt-Priory,1,,1,,
702,1,11,25/08/2003 0:00,28,39.61,1899-12-30 02:00:55,,1899-12-30 00:38:35,1899-12-30 00:03:05,1899-12-30 00:00:00,1899-12-30 00:00:00,153,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Duthy-BrownhillCreek-PonyRidge-QueenJubilee-Sheoak-Station-UpperSturt-Priory,1,,1,,
703,1,1,26/08/2003 0:00,19,57,1899-12-30 02:10:00,,1899-12-30 00:20:19,1899-12-30 00:09:33,1899-12-30 00:18:44,1899-12-30 00:00:40,182,,,,South Australia,Australia,Priory-OldBelair-Uni.Uni-Greenhill-Glynburn-NortonSummit5-WoodsHill-Greenhill-Uni,1,,1,,
704,2,1,26/08/2003 0:00,22,33.19,1899-12-30 02:24:11,,1899-12-30 00:40:17,1899-12-30 00:31:04,1899-12-30 00:00:00,1899-12-30 00:00:00,168,,,,South Australia,Australia,,1,,1,,
706,1,11,28/08/2003 0:00,19,20,1899-12-30 00:41:00,,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,1899-12-30 00:00:00,127,,,,South Australia,Australia,Priory-OldBelair-Uni,1,,1,,
709,2,10,28/08/2003 0:00,23,,1899-12-30 00:25:00,,,,,,,,,,South Australia,Australia,,1,,1,,
742,1,11,29/08/2003 0:00,19,28.38,1899-12-30 01:05:16,,1899-12-30 00:12:16,1899-12-30 00:00:48,1899-12-30 00:00:00,1899-12-30 00:00:00,149,,,,South Australia,Australia,Priory-Old Belair-Uni.Uni-Unley-Clapham,1,,1,,
