Source,RideID,Date,Dist,Time,AvS,Ascent,Commute,MaxHR,AvHR,AvPwr,Temp,MaxS,Gear,loc1,loc2,Kudos,Notes,Year,Month,yearMonth,halfDec,location,administrative_area_level_1,country,state,gLoc
Access,537,2003-03-04,64.32,7605,30.44733727810651,NA,0,183,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Uni-Goodwood-Cross-Anzac-OuterH-Westlakes-PortRd-Uni,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,538,2003-03-05,40.16,6168,23.439688715953306,NA,1,187,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,539,2003-03-06,90.38,12081,26.932207598708715,NA,0,193,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Belair-Duthy-NortonSummit5-Greenhill-Anzac-Glenelg-Seacliff-Ayliffes-Belair-Belair-Clapham,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,540,2003-03-21,39.74,6623,21.601087120640194,NA,1,171,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,541,2003-03-23,25,6000,15,NA,0,186,NA,NA,NA,NA,mtb,South Australia,Australia,NA,"4 laps of Prospect Hill. 1st on Avanti Agressor (Martys), 2nd on Epic, 3rd on Giant (in reverse), 4th on Epic. Fair bit of other playing around as well.",2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,545,2003-03-24,44.75,6660,24.18918918918919,NA,0,182,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Priory-BelairGate-BelairSEGate-PoleRd-Morgan-Loftia-Heather-Priory,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,543,2003-03-24,65.49,9658,24.411265272313106,NA,0,171,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Belair-Grange-Winston-Hillview-FlindersBikePath-Flinders-Seacliff-Glenelg-Anzac-Cross-Unley-Belair-Priory,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,548,2003-03-28,50.94,11892,15.420787083753783,NA,0,192,NA,NA,NA,NA,mtb,South Australia,Australia,NA,3 laps of Fox Creek - 1 reverse lap of Fox Creek - Croft-Deviation-Boundary-Gully-MountGeorgeRd-OldMtBarkerRd-Footpath-Railway-Madurta-Woorabinda-Heather-SturtValley-Priory,2003,3,Mar 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,553,2003-04-02,49.26,6784,26.140330188679247,NA,0,184,NA,NA,NA,NA,cx,South Australia,Australia,NA,Goolwa-Liverpool-Fenchurch-BikePath to PtElliot-CrowsNestRd-CrowsNestRd-BikePath to BeachRd-Goolwa,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,554,2003-04-04,23.7,3604,23.673695893451722,NA,0,188,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-EasternGate-PoleRdGate-PoleRd-PoleRd-PoleRdGate-EasternGate-EasternGate-NWGate-Simpson,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,551,2003-04-06,19.3,4237,16.39839509086618,NA,0,189,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Currency Creek Race. 7th in Senior Men. 5 laps in 1.11.29.,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,552,2003-04-08,49.28,6858,25.868766404199476,NA,0,154,NA,NA,NA,NA,cx,South Australia,Australia,NA,Goolwa-Liverpool-Fenchurch-BikePath to HindmarshRiver-BikePath to Goolwa,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,558,2003-04-12,103.76,19387,19.26734409655955,NA,0,176,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Blackwood-Belair-Stirling-Heathfield-Aldgate-Mylor-HeysenTrail-JupiterCreek-RockyRiver-ProspectHill-TiTreeRd-ChapelHillRd-Ashbourne Ashbourne-SignalFlatRd-GilbertSidingRd-CurrencyCreek-Goolwa,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,562,2003-04-14,35.36,5464,23.29721815519766,NA,1,187,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-BelairParkEntrance,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,563,2003-04-15,36.74,5170,25.582978723404256,NA,0,151,NA,NA,NA,NA,cx,South Australia,Australia,NA,Goolwa-Liverpool-Fenchurch-BikePath to PtElliot-Reverse,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,564,2003-04-18,48.53,10907,16.017970110937927,NA,0,174,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-UpperSturt-Picadilly-Collins-Montacute-SixthCreekValley-Blockers-FoxCreek (2.5 laps),2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,565,2003-04-21,80.52,18238,15.893848009650181,NA,0,167,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-Manoah-Heather-Woorabinda-     -Aldgate-Mylor-HeysenTrail-JupiterCreek-RockyCreek-Meadows-RockyCreek-FieldRd-GlenBold-Mylor-StockRd-     -Woorabinda-Heather-Manoah-Priory,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,566,2003-04-23,56.24,7915,25.57978521794062,NA,0,181,NA,NA,NA,NA,cx,South Australia,Australia,NA,Goolwa-Liverpool-Fenchurch-BeachRd-BikePath to PtElliot-CrowsNestRd by2-BikePath to Goolwa-Goolwa,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,567,2003-04-25,26.08,7276,12.90379329301814,NA,0,185,NA,NA,NA,NA,mtb,South Australia,Australia,NA,3.5 laps of Fox Creek,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,568,2003-04-27,30.77,10601,10.449202905386285,NA,0,190,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Fox Creek Race. Senior Men (came 12th). Forgot orthotics - sore feet and knees.,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,569,2003-04-29,57.01,8978,22.859879705947872,NA,0,182,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Uni-Unley-Belair-Humpty-Loftia-Mylor-AdlgateValley-SturtValley-Priory,2003,4,Apr 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,570,2003-05-01,99.02,12988,27.446258084385587,NA,0,187,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-OuterHarbour-Glenelg-Anzac-Cross-Unley-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,571,2003-05-02,14.06,2357,21.47475604582096,NA,1,125,NA,NA,NA,NA,roadie,South Australia,Australia,NA,SmithDorrien-Uni.Uni-SmithDorrien,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,572,2003-05-03,90.08,12594,25.749404478323008,NA,0,181,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Fullarton-Cross-Portrush-NortonSummit5-Pound-Burdetts-Greenhill-Deviation-Swamp-OnkaparingaRd-RiverRd-AldgateValley-Heather-SturtValley-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,573,2003-05-05,40.04,7445,19.361182001343185,NA,1,127,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,576,2003-05-06,95.18,13623,25.15216912574323,NA,0,192,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-Greenhill-Portrush-Freeway-Freeway-Cross-Goodwood-Daws-Brighton-Anzac-Greenhill-Unley-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,577,2003-05-08,72.75,10382,25.22635330379503,NA,0,191,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-Foothills-Rundle-Unley-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,578,2003-05-11,110.24,15304,25.932043910088865,NA,0,188,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Blackwood-Humpty-BakersGully-McLarenFlat-McLarenVale-TTCourse-PennysHillRd-PennysHillRd-McLarenVale-ChapelHillRd-BakersGully-Humpty-CherryGardens-Pole-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,579,2003-05-13,17.76,2700,23.680000000000003,NA,1,125,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Clapham-Uni.Uni-Clapham,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,580,2003-05-14,40,6765,21.286031042128602,NA,1,176,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,581,2003-05-15,102.55,13293,27.77251184834123,NA,0,189,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-OuterHarbour-Glenelg-Anzac-Greenhill-Unley-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,582,2003-05-16,31.91,8556,13.426367461430576,NA,0,159,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Simpson-Blackwood-Sturt-Flinders-Sheps-Simpson,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,583,2003-05-18,41.85,4525,33.29502762430939,NA,0,186,NA,NA,NA,NA,roadie,South Australia,Australia,NA,"Two-up Time Trial with Dave Merrit. Felt good, but very windy.~1:08:30. Dave Holland and Nik Underwood won with about 1:00:10.",2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,584,2003-05-20,71.8,10728,24.093959731543624,NA,0,187,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-Greenhill-Portrush-Freeway-Freeway-Cross-Duthy-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,585,2003-05-22,101.47,13194,27.686221009549794,NA,0,184,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-OuterHarbour-Glenelg-Anzac-Greenhill-Unley-Belair-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,586,2003-05-25,41.22,10963,13.535711028003284,NA,0,188,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Prospect Hill XC Race. 1st in Senior Men. Race Time 1:50:53.,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,587,2003-05-26,19,2460,27.804878048780488,NA,1,135,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,588,2003-05-27,42.62,5651,27.15130065475137,NA,0,185,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Belair-Unley-Etsa-Greenhill-Portrush-Freeway-UpperSturt-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,589,2003-05-29,22.8,3380,24.284023668639055,NA,0,176,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Driveway-Priory-Belair NW Gate-Belair Main Gate-Belair NW Gate-Belair Main Gate-Belair NW Gate-Eastern Gate-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,590,2003-05-31,31.97,4634,24.836426413465688,NA,0,171,NA,NA,NA,NA,roadie,South Australia,Australia,NA,SmithDorrien-Portrush-Greenhill-Glynburn-TheParade-NortonSummit(half way up)-Return to SmithDorrien via backstreets. Dave Merrit's HR went crazy so stopped the ride.,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,591,2003-05-31,17.57,4761,13.285444234404537,NA,0,157,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-UpperSturt-Pissing around to find track to railway-WaverleyRidge-Woorabinda-Railway-UpperSturt-Priory,2003,5,May 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,592,2003-06-01,67.31,13699,17.68859040805898,NA,0,182,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-UpperSturt-SturtValley-Woorabinda-Aldgate-Mylor-StockRd-Cricklewood-Arkaba-MtBarkerRd-MtGeorge-GullyRd-Greenhill-Collins-Montacute-Blockers-Mawson-Deviation-Boundary-Uraidla-Picadilly-UpperSturt-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,593,2003-06-03,9.29,1456,22.96978021978022,NA,0,155,NA,NA,NA,NA,roadie,South Australia,Australia,NA,10min warmup-10min of 30sec efforts and 30 sec recovery-5 min warmdown. Only managed about 20 sec efforts at about 45km/hr. Hardest setting on trainer.,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,594,2003-06-07,48.41,12618,13.81169757489301,NA,0,NA,NA,NA,NA,NA,mtb,South Australia,Australia,NA,HR data on Sunday (8-6-3). Fox Creek 24hr Race. Won quad 24hr. Lap data is 2 sets of 3 laps.,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,595,2003-06-08,42.49,11227,13.624654849915384,NA,0,186,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Fox Creek 24hr Race. Won quad 24hr. Lap data is 1 set of 3 laps and 1 set of 2 laps. HR data includes Saturday (7-6-3).,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,596,2003-06-12,88.67,12157,26.257464835074444,NA,0,189,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Belair-Springbank-Goodwood-Etsa-Greenhill-Foothills-GrangeRd-AnzacHwy-CrossRd-UnleyRd-BelairRd-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,597,2003-06-14,51.89,12645,14.772953736654804,NA,0,168,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-UpperSturt-WaverleyRidge-Woorabinda-Aldgate-Mylor-HeysenTrail-Goldfields-Mylor-Stock-Evans-Manoah-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,598,2003-06-15,57.33,7887,26.16812476226702,NA,0,178,NA,NA,NA,NA,roadie,South Australia,Australia,NA,SmithDorrien-Duthy-Cross-Anzac-Glenelg-Seacliff-HalletCove-Veloway-Majors-Blacks-MurraysHill-CoroPde-Belair-OldBelair-SmithDorrien,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,599,2003-06-17,52.76,7591,25.021209326834406,NA,0,170,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-SturtValley-Stirling-Picadilly-NortonSummit5-Greenhill-Duthy-Belair-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,600,2003-06-20,71.02,10033,25.483105751021625,NA,0,185,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Blackwood-Sheps-Seacliff-HalletCove-Bains-Clarendon-Humpty-CherryGardens-Morgan-Loftia-Heather-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,601,2003-06-21,35.82,5123,25.171188756587938,NA,0,160,NA,NA,NA,NA,roadie,South Australia,Australia,NA,SmithDorrien-Duthy-Greenhill-Anzac-Glenelg-Seacliff-Seacombe-South-Goodwood-Backstreets to SmithDorrien,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,602,2003-06-23,12.7,3421,13.364513300204617,NA,0,155,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-UpperSturt-AyersHill-Woorabinda-Heather-Manoah-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,603,2003-06-25,17.88,3600,17.88,NA,0,168,NA,NA,NA,NA,mtb,South Australia,Australia,NA,NA,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,604,2003-06-26,23.24,3483,24.020671834625322,NA,0,187,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Belair-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,634,2003-06-29,24.76,7110,12.536708860759495,NA,0,189,NA,NA,NA,NA,mtb,South Australia,Australia,NA,"Jupiter Creek Race. Came 2nd in Senior Men. Very, very, very  muddy. Heart rate strap came off during 1st lap, so E's data lacking.",2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,635,2003-06-30,12.24,3283,13.421870240633567,NA,0,152,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-UpperSturt-AyersHill-Woorabinda-Heather-Manoah-Priory,2003,6,Jun 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,637,2003-07-01,52.38,9245,20.396755002704165,NA,0,171,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Greenhill-Backroads to TheParade-small hills to MtOsmond-MtOsmond-Freeway-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,639,2003-07-02,39.86,6362,22.555171329770513,NA,1,177,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,640,2003-07-03,45.56,7486,21.909698103125837,NA,0,162,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Greenhill-Glynburn-MtOsmond-Freeway-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,641,2003-07-04,68.6,10231,24.13840289316782,NA,0,157,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-JTHH-Gorge-Montacute-Lofty-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,643,2003-07-05,60.37,14800,14.684594594594595,NA,0,170,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Simpson-Belair-Priory-UpperSturt-Manoah-SturtValley-Heather-Woorabinda-Cricklewood-Stock-HeysenTrail-Goldfields-JupiterCreek-RockyRiver-ProspectHill-BaldHill-BullCreek,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,644,2003-07-06,10,3600,10,NA,0,160,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Trail building at Bull Creek,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,645,2003-07-07,26.57,3870,24.71627906976744,NA,1,131,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-SmithDorrien,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,647,2003-07-08,14.47,2280,22.847368421052632,NA,1,149,NA,NA,NA,NA,roadie,South Australia,Australia,NA,SmithDorrien-Uni.Uni-SmithDorrien,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,648,2003-07-09,18.51,2379,28.010088272383353,NA,1,139,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Uni-OldBelair-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,651,2003-07-10,32.21,5342,21.706476974915763,NA,0,NA,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-OldBelair-Andersons-Uni.Uni-LinearPark-JTHH. E's data on road ride,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,652,2003-07-10,76.63,11447,24.09958941207303,NA,0,181,NA,NA,NA,NA,roadie,South Australia,Australia,NA,JTHH-StBernards-Skye-Greenhill-Duthy-Belair-Simpson-Seacliff-Glenelg-Anzac-Cross-Goodwood-Grange-Belair-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,653,2003-07-11,18.57,2820,23.706382978723404,NA,1,125,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priorry-OldBelair-Uni,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,654,2003-07-13,64.32,8851,26.161111738786573,NA,0,195,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-Blackwood-Simpson-Sheps-Goodwood-Cross-Portrush-Greenhill-NortonSummit5-MarbleHill-Ashton-Lofty-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,657,2003-07-15,36.24,5182,25.176379776148206,NA,1,175,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Simpson,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,659,2003-07-16,82.48,12786,23.222900046926327,NA,0,183,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-SmithDorrien-Cross-Anzac-Glenelg-Seacliff-Goodwood-Cross-MtOsmond-Freeway-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,660,2003-07-18,25.81,3954,23.499241274658573,NA,1,144,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-SmithDorrien,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,662,2003-07-24,26.27,3696,25.587662337662337,NA,1,173,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-SmithDorrien. E's unbeleivable - I took it  easy!!,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,663,2003-07-25,31.8,6587,17.379687262790345,NA,0,165,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Priory-OldBelair-Andersons-Uni.Uni-SmithDorrien.1 lap of Cromer Winter 03.,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,667,2003-07-27,4.43,1878,8.492012779552716,NA,0,189,NA,NA,NA,NA,mtb,South Australia,Australia,NA,Cromer Winter 03 Race. Flatted on 1st lap. Time includes walking back to car.,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,668,2003-07-28,37.09,5912,22.585250338294994,NA,1,173,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-OldBelair-Priory,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,671,2003-07-29,14.46,2443,21.30822758902988,NA,1,135,NA,NA,NA,NA,roadie,South Australia,Australia,NA,SmithDorrien-Uni.Uni-SmithDorrien,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,669,2003-07-30,63.86,9143,25.144482117466914,NA,0,185,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-Greenhill-Portrush-Freeway-Freeway-Cross-Unley-Belair,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,673,2003-07-31,90.72,11384,28.688685874912156,NA,0,206,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBlelair-Uni.Uni-Etsa-OuterH-Glenelg-Anzac-Cross-Belair,2003,7,Jul 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,674,2003-08-01,39.63,6370,22.396860282574572,NA,1,158,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,675,2003-08-03,150.99,19507,27.865074075972732,NA,0,204,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Cross-Portrush-Greenhill-Glynburn-LowerNE-Awoonga-Reservoir-NE-GoldenGrove-Seaview-OneTreeHill-GawlertoOneTreeHill-Calton-Balmoral-Yettie-Williamstown-Birdwood-Verdun-Aldgate-Stirling-WaverleyRidge-UpperSturt-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,676,2003-08-04,19.01,2728,25.086510263929622,NA,1,138,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,677,2003-08-05,63.55,9539,23.98364608449523,NA,0,189,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Greenhill-Portrush-Freeway-Freeway-Cross-Unley-Belair-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,683,2003-08-06,40.42,7160,20.32290502793296,NA,1,149,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Unley-Belair-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,684,2003-08-07,63.51,9827,23.26610359214409,NA,0,167,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-Anzac-Glenelg-Seacliff-Seacombe-South-Goodwood-Belair-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,685,2003-08-09,124.47,17452,25.675681870272747,NA,0,187,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-SmithDorrien-Cross-Greenhill-Foothills-Montacute-Greenhill-Anzac-HenleyBeach-Military to Rndbt-Military-Anzac-Cross-Unley-Belair-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,688,2003-08-11,19.8,2640,27.000000000000004,NA,1,160,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,689,2003-08-13,27,4320,22.5,NA,1,160,NA,NA,NA,NA,tourer,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Clapham,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,690,2003-08-14,19.04,2510,27.308366533864543,NA,1,161,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,692,2003-08-17,91.97,13492,24.539875481766973,NA,0,185,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-SturtValley-Stock-River-Tischer-Balhannah-Mappinga-Military-Brukunga-Nairne-MtBarkerSummitRd-MtBarker-Springs-Flaxley-OldMtBarker-Echunga-Mylor-AldgateValley-Churinga-Cricklewood-Heathfield-Longwood-Heather-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,693,2003-08-18,37.01,6163,21.6186921953594,NA,1,163,NA,NA,NA,NA,tourer,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-OldBelair-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
Access,695,2003-08-19,48.87,6941,25.346780002881427,NA,1,186,NA,NA,NA,NA,roadie,South Australia,Australia,NA,Priory-OldBelair-Uni.Uni-Etsa-Greenhill-Portrush-Freeway-UpperSturt-Priory,2003,8,Aug 2003,2000,"South Australia, Australia",NA,NA,NA,NA
